img,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
/games/boxart/full_7241870AmericaFrontccc.jpg,Need for Speed: Most Wanted,X360,Racing,Electronic Arts,Electronic Arts,8.4,1.25,1,0.02,0.13,0.1,16/11/05,
/games/boxart/4331749ccc.jpg,Ratatouille,DS,Platform,THQ,Helixe,7,1.25,0.49,,0.62,0.14,26/06/07,
/games/boxart/7104719ccc.jpg,Reel Fishing,PS,Sports,Natsume,Pack-In Video,,1.25,0.99,0.1,0.13,0.04,31/03/98,
/games/boxart/full_dragon-ball-z-kyoushuu-saiyajin_4JapanFront.jpg,Dragon Ball: Daimaou Fukkatsu,NES,Role-Playing,Bandai,TOSE,,1.25,,1.25,,0,12/08/88,
/games/boxart/78053ccc.jpg,Combat,2600,Action,Atari,Atari,,1.25,1.17,,0.07,0.01,01/01/77,
/games/boxart/full_5908073AmericaFrontccc.jpg,FIFA Street (2012),PS3,Sports,EA Sports,EA Canada,,1.25,0.13,,0.91,0.21,13/03/12,31/01/18
/games/boxart/full_9860865AmericaFrontccc.jpg,Star Wars Episode III: Revenge of the Sith,XB,Action,LucasArts,The Collective,,1.24,0.82,,0.38,0.04,04/05/05,
/games/boxart/4458393ccc.jpg,Need for Speed Carbon,PS3,Racing,Electronic Arts,EA Black Box,7.8,1.24,0.49,0.03,0.51,0.2,17/11/06,
/games/boxart/full_926681AmericaFrontccc.jpg,Transformers: Autobots / Decepticons,DS,Action,Activision,Vicarious Visions,,1.24,1.12,,0.03,0.09,19/06/07,
/games/boxart/4163617ccc.jpg,Ridge Racer V,PS2,Racing,Namco,Namco,,1.24,0.24,0.75,0.19,0.06,25/10/00,
/games/boxart/full_8188308AmericaFrontccc.jpg,Oddworld: Abe's Oddysee,PS,Platform,GT Interactive,Oddworld Inhabitants,8.3,1.24,0.75,,0.44,0.06,31/08/97,
/games/boxart/full_6330540AmericaFrontccc.jpg,WWE SmackDown vs. Raw 2009,PS2,Sports,THQ,Yuke's Media Creations,,1.24,0.69,,0,0.55,09/11/08,
/games/boxart/full_815951AmericaFrontccc.png,Battlefield: Hardline,XOne,Shooter,Electronic Arts,EA DICE,,1.24,0.73,0.01,0.39,0.11,17/03/15,11/04/18
/games/boxart/full_3697632AmericaFrontccc.jpg,LEGO The Lord of the Rings,X360,Misc,Warner Bros. Interactive Entertainment,Unknown,,1.24,0.64,,0.5,0.1,13/11/12,
/games/boxart/full_6433584AmericaFrontccc.jpg,[Prototype],PS3,Action,Activision,Radical Entertainment,8.1,1.24,0.65,,0.41,0.18,09/06/09,
/games/boxart/1108300ccc.jpg,Baldur's Gate: Dark Alliance,PS2,Role-Playing,VU Games,Snowblind Studios,,1.24,0.61,,0.48,0.16,02/12/01,
/games/boxart/full_3253995AmericaFrontccc.jpg,2010 FIFA World Cup South Africa,PS3,Sports,EA Sports,EA Canada,8.2,1.23,0.3,0.07,0.64,0.22,27/04/10,
/games/boxart/5410078ccc.jpg,Ben 10: Protector of Earth,Wii,Action,D3 Publisher,High Voltage Software,,1.23,0.54,,0.55,0.13,30/10/07,
/games/boxart/4395712ccc.jpg,Guitar Hero: Aerosmith,X360,Misc,Activision,Neversoft,,1.23,1,,0.13,0.1,29/06/08,
/games/boxart/full_9315970AmericaFrontccc.jpg,Driv3r,PS2,Racing,Atari,Reflections Interactive,,1.23,0.6,,0.47,0.16,21/06/04,
/games/boxart/6580362ccc.jpg,Crash Bandicoot: The Wrath of Cortex,XB,Platform,Universal Interactive,Traveller's Tales,,1.23,0.59,,0.57,0.07,15/04/02,
/games/boxart/684090ccc.jpg,Frogger: The Great Quest,PS2,Platform,Konami,Konami,3,1.23,0.6,,0.47,0.16,18/11/01,
/games/boxart/3613637ccc.jpg,Donkey Kong Country 2,GBA,Platform,Nintendo,Rare Ltd.,7.6,1.23,0.79,0.12,0.27,0.04,15/11/04,
/games/boxart/full_9376257AmericaFrontccc.jpg,Castlevania,NES,Platform,Konami,Konami,,1.23,0.54,0.62,0.06,0.01,01/05/87,
/games/boxart/146267ccc.jpg,Spongebob Squarepants: Battle for Bikini Bottom,GBA,Platform,THQ,Vicarious Visions,,1.23,0.88,,0.33,0.02,31/10/03,
/games/boxart/full_724106AmericaFrontccc.jpg,LEGO Batman 2: DC Super Heroes,PS3,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.23,0.5,,0.54,0.19,26/06/12,15/03/18
/games/boxart/full_6924376PALFrontccc.jpg,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,Misc,Sony Computer Entertainment,Various,,1.23,0.69,,0.47,0.08,15/04/03,
/games/boxart/575892ccc.jpg,Vigilante 8,PS,Racing,Activision,"Luxoflux, Inc.",,1.23,0.68,,0.47,0.08,31/05/98,
/games/boxart/2427797ccc.jpg,SimCity 2000,PS,Simulation,Maxis,Maxis,,1.22,0.68,,0.46,0.08,09/07/96,
/games/boxart/full_3823693AmericaFrontccc.jpg,WWE 2K17,PS4,Sports,2K Games,Yuke's,,1.22,0.32,,0.7,0.19,11/10/16,05/04/18
/games/boxart/full_7834944AmericaFrontccc.jpg,WCW Mayhem,PS,Fighting,Electronic Arts,Kodiak Interactive,,1.22,0.68,,0.46,0.08,22/09/99,
/games/boxart/full_5918118AmericaFrontccc.jpg,Star Wars Battlefront II,PSP,Shooter,LucasArts,Savage Entertainment,6.9,1.22,1.05,0.01,0.06,0.1,01/11/05,
/games/boxart/full_5104727AmericaFrontccc.jpg,NBA Live 99,PS,Sports,EA Sports,NuFX,8.3,1.22,1.13,,0.05,0.03,31/10/98,
/games/boxart/5234270ccc.jpg,NASCAR Thunder 2003,PS2,Racing,EA Sports,EA Tiburon,,1.22,0.6,,0.46,0.16,29/09/02,
/games/boxart/full_3213949AmericaFrontccc.jpg,NBA 2K2,PS2,Sports,Sega,Visual Concepts,,1.22,0.59,0.01,0.46,0.15,12/01/02,
/games/boxart/full_3716612JapanFrontccc.jpg,Parfait: Chocolat Second Style,PS2,Adventure,Alchemist,Alchemist,,1.22,0.59,0.01,0.46,0.15,29/06/06,
/games/boxart/2796675ccc.jpg,Intelligent Qube,PS,Puzzle,Sony Computer Entertainment,Sony Computer Entertainment,7.4,1.22,0.13,1,0.07,0.02,30/09/97,
/games/boxart/6683678ccc.jpg,Pac-Man,NES,Puzzle,Namco,Namco,,1.22,0.27,0.85,0.08,0.02,01/11/93,
/games/boxart/3071939ccc.jpg,Max Payne,XB,Shooter,Rockstar Games,neo Software,8.6,1.22,0.98,,0.19,0.05,12/12/01,
/games/boxart/2926134ccc.jpg,Cars,PSP,Racing,THQ,Locomotive Games,7.4,1.21,0.72,,0.28,0.2,06/06/06,
/games/boxart/6590226ccc.jpg,Test Drive 4,PS,Racing,Accolade,Pitbull Syndicate,,1.21,0.67,,0.46,0.08,30/09/97,
/games/boxart/full_5951365AmericaFrontccc.jpg,The Sims 2: Castaway,Wii,Simulation,Electronic Arts,Maxis,,1.21,0.44,,0.63,0.14,23/10/07,
/games/boxart/7080885ccc.jpg,Cars,PS2,Racing,THQ,Rainbow Studios,,1.21,1.01,,0.04,0.16,06/06/06,
/games/boxart/full_7980153AmericaFrontccc.jpg,Just Dance 4,X360,Music,Ubisoft,Ubisoft,,1.21,0.9,,0.19,0.12,09/10/12,31/01/18
/games/boxart/9875692ccc.jpg,Call of Duty: Finest Hour,XB,Shooter,Activision,Spark Unlimited,,1.21,0.78,,0.4,0.04,16/11/04,
/games/boxart/2920185ccc.jpg,Sly Cooper and the Thievius Raccoonus,PS2,Platform,Sony Computer Entertainment,Sucker Punch,,1.21,1.03,,0.14,0.04,23/09/02,12/04/18
/games/boxart/5795712ccc.jpg,Fuzion Frenzy,XB,Misc,Microsoft,Blitz Games,,1.21,0.93,,0.24,0.04,14/11/01,
/games/boxart/6759370ccc.jpg,FIFA 07 Soccer,PSP,Sports,EA Sports,EA Canada,8,1.21,0.25,,0.64,0.32,17/10/06,
/games/boxart/5102693ccc.jpg,Need for Speed Underground,GC,Racing,Electronic Arts,EA Black Box,,1.21,0.69,0.01,0.48,0.03,17/11/03,
/games/boxart/full_3265725AmericaFrontccc.png,Bayonetta,PS3,Action,Sega,PlatinumGames,8.6,1.21,0.44,0.21,0.4,0.16,05/01/10,
/games/boxart/full_6765149AmericaFrontccc.jpg,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,Misc,Majesco,Majesco Games,,1.21,0.87,,0.32,0.02,09/10/07,
/games/boxart/full_fifa-soccer-11_0AmericaFront.jpg,FIFA Soccer 11,PSP,Sports,EA Sports,HB Studios,7,1.21,0.13,0.01,0.7,0.36,28/09/10,
/games/boxart/full_5904156AmericaFrontccc.jpg,Medal of Honor: Airborne,PS3,Shooter,Electronic Arts,EA Los Angeles,,1.21,0.25,0.03,0.7,0.24,19/11/07,
/games/boxart/full_3401532AmericaFrontccc.jpg,Guitar Hero Live,PS4,Music,Activision,FreeStyleGames,,1.21,0.52,,0.49,0.2,20/10/15,15/03/18
/games/boxart/full_star-wars-episode-1-jedi-power-battles_150AmericaFront.jpg,Star Wars Episode 1: Jedi Power Battles,PS,Action,LucasArts,LucasArts,,1.21,0.66,0.01,0.48,0.06,31/03/00,
/games/boxart/2924140ccc.jpg,NFL 2K,DC,Sports,Sega,Visual Concepts,9.7,1.2,1.12,,0.05,0.02,09/09/99,
/games/boxart/8362532ccc.jpg,The Lord of the Rings: The Fellowship of the Ring,PS2,Action,Black Label Games,Surreal Software,,1.2,0.59,,0.46,0.15,16/10/02,
/games/boxart/full_f1-2011_344AmericaFront.jpg,F1 2011,PS3,Racing,Codemasters,Codemasters Birmingham,8.4,1.2,0.12,0.11,0.75,0.23,20/09/11,
/games/boxart/full_4574881AmericaFrontccc.jpg,ATV Offroad Fury 3,PS2,Racing,Sony Computer Entertainment,Climax Group,7.5,1.2,1,,0.04,0.16,02/11/04,
/games/boxart/full_4177770JapanFrontccc.jpg,Ganbare Goemon! Karakuri Douchuu,NES,Platform,Konami,Konami,,1.2,,1.2,,,30/07/86,
/games/boxart/full_8353820AmericaFrontccc.jpg,Metal Gear Solid V: Ground Zeroes,PS4,Action-Adventure,Konami Digital Entertainment,Kojima Productions,7.6,1.2,0.36,0.17,0.5,0.17,18/03/14,22/03/18
/games/boxart/full_6110199JapanFrontccc.jpg,Dragon Ball Z: La Legende Saien,SNES,Fighting,Bandai,TOSE,,1.2,,1.2,,0,01/01/94,
/games/boxart/full_8918504JapanFrontccc.jpg,TwinBee,NES,Shooter,Konami,Konami,,1.2,,1.2,,,04/01/86,
/games/boxart/4614427ccc.jpg,Enter the Matrix,XB,Action,Atari,Shiny Entertainment,,1.2,0.72,0.01,0.43,0.04,14/05/03,
/games/boxart/full_nhl-2002_601AmericaFront.jpg,NHL 2002,PS2,Sports,EA Sports,EA Canada,,1.2,0.59,,0.46,0.15,24/09/01,
/games/boxart/full_7362642AmericaFrontccc.jpg,WWE 2K14,PS3,Fighting,2K Sports,Yuke's,7.6,1.2,0.49,,0.51,0.2,29/10/13,08/10/18
/games/boxart/full_5658101AmericaFrontccc.jpg,Mad Max (2013),PS4,Action,Warner Bros. Interactive Entertainment,Avalanche Studios,,1.2,0.38,0.05,0.59,0.19,01/09/15,05/01/18
/games/boxart/full_4942791AmericaFrontccc.jpg,Shadow of the Colossus,PS4,Action-Adventure,Sony Interactive Entertainment,Bluepoint Games,9.3,1.2,0.44,0.05,0.52,0.19,06/02/18,26/11/18
/games/boxart/full_6504694AmericaFrontccc.jpg,World Soccer Winning Eleven 9 (JP & Others sales),PSP,Sports,Konami,Konami Computer Entertainment Tokyo,8,1.2,0.01,0.31,0.88,,07/02/06,
/games/boxart/full_2882335AmericaFrontccc.jpg,Minecraft: Story Mode,X360,Adventure,Mojang,Telltale Games,,1.2,0.67,,0.42,0.11,27/10/15,13/01/18
/games/boxart/full_mario-amp-sonic-at-the-london-2012-olympic-games_588AmericaFront.jpg,Mario & Sonic at the London 2012 Olympic Games,3DS,Sports,Sega,Sega,6.5,1.19,0.18,0.27,0.66,0.08,14/02/12,
/games/boxart/3998788ccc.jpg,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,Action,THQ,Vicarious Visions,,1.19,0.92,,0.23,0.04,10/09/02,
/games/boxart/full_1591423AmericaFrontccc.jpg,Disney Sing It,Wii,Misc,Disney Interactive Studios,Zoe Mode,,1.19,0.77,,0.31,0.11,21/10/08,
/games/boxart/full_the-simpsons-road-rage_209AmericaFront.jpg,The Simpsons: Road Rage,GBA,Racing,THQ,Altron,,1.19,0.86,,0.32,0.02,30/06/03,
/games/boxart/5097183ccc.jpg,WWE SmackDown vs Raw 2008,PSP,Fighting,THQ,Yuke's Media Creations,7.3,1.19,0.45,,0.47,0.28,13/11/07,
/games/boxart/full_7169836AmericaFrontccc.jpg,Pro Evolution Soccer 2008,Wii,Sports,Konami,Konami,,1.19,0.09,0.11,0.84,0.15,18/03/08,
/games/boxart/full_4654302AmericaFrontccc.jpg,LEGO Indiana Jones 2: The Adventure Continues,DS,Adventure,LucasArts,Traveller's Tales,,1.19,0.65,,0.43,0.12,17/11/09,
/games/boxart/1627272ccc.jpg,Nuclear Strike,PS,Simulation,Electronic Arts,Electronic Arts,,1.19,0.66,,0.45,0.08,31/08/97,
/games/boxart/full_spider-man-the-movie_327AmericaFront.jpg,Spider-Man: The Movie,GC,Action,Activision,Treyarch,7.6,1.19,0.86,0.01,0.27,0.04,15/04/02,
/games/boxart/full_6371348AmericaFrontccc.jpg,Hitman 2: Silent Assassin,XB,Action,Eidos Interactive,IO Interactive,,1.19,0.76,,0.38,0.05,30/09/02,
/games/boxart/1956750ccc.jpg,Scarface: The World is Yours,PS2,Adventure,Sierra Entertainment,Radical Entertainment,,1.19,0.99,,0.04,0.16,08/10/06,
/games/boxart/9109344ccc.jpg,Metal Gear Solid: Portable Ops,PSP,Action,Konami,Kojima Productions,8.7,1.19,0.38,0.38,0.35,0.09,05/12/06,
/games/boxart/full_lego-star-wars-iii-the-clone-wars_140AmericaFront.jpg,LEGO Star Wars III: The Clone Wars,PS3,Action,LucasArts,Traveller's Tales,8,1.18,0.52,,0.47,0.19,22/03/11,
/games/boxart/full_4412075AmericaFrontccc.jpg,WWE '12,PS3,Fighting,THQ,"Yuke's Co., Ltd.",9,1.18,0.53,0.02,0.45,0.17,22/11/11,29/01/19
/games/boxart/full_6435903AmericaFrontccc.jpg,Resident Evil: Operation Raccoon City,PS3,Shooter,Capcom,Slant Six Games,,1.18,0.48,0.36,0.24,0.1,20/03/12,
/games/boxart/full_8121720JapanFrontccc.jpg,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,DS,Role-Playing,Level 5,Level 5,,1.18,,1.18,,,01/10/09,31/08/18
/games/boxart/1546020ccc.jpg,Metal Gear Solid VR Missions,PS,Adventure,Konami,Konami Computer Entertainment Japan,6.8,1.18,0.66,,0.45,0.08,24/09/99,
/games/boxart/6424632ccc.jpg,Pole Position,2600,Racing,Atari,Atari,,1.18,1.1,,0.07,0.01,01/01/83,
/games/boxart/full_2984380PALFrontccc.jpg,Medal of Honor: Warfighter,X360,Shooter,Electronic Arts,Danger Close Games,,1.18,0.61,0.01,0.46,0.1,23/10/12,13/01/18
/games/boxart/9938153ccc.gif,Tony Hawk's Pro Skater 2,GBA,Sports,Activision,Vicarious Visions,8.9,1.18,0.85,,0.31,0.02,30/05/01,
/games/boxart/full_2911662AmericaFrontccc.jpg,R.B.I. Baseball 3,NES,Sports,Tengen,Namco,,1.18,0.1,1.08,,,01/01/91,
/games/boxart/full_5681962AmericaFrontccc.jpg,LEGO Dimensions,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.18,0.48,,0.5,0.2,27/09/15,19/03/18
/games/boxart/full_9968934AmericaFrontccc.jpg,LEGO Jurassic World,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.18,0.41,0.02,0.56,0.19,12/06/15,06/04/18
/games/boxart/full_red-dead-redemption-undead-nightmare_38AmericaFront.jpg,Red Dead Redemption: Undead Nightmare,PS3,Action,Rockstar Games,Rockstar San Diego,10,1.18,0.47,0.06,0.45,0.19,23/11/10,
/games/boxart/1064785ccc.jpg,LEGO Indiana Jones: The Original Adventures,PSP,Adventure,LucasArts,Traveller's Tales,7.6,1.18,0.4,,0.49,0.3,03/06/08,
/games/boxart/full_6155986AmericaFrontccc.jpg,WWE SmackDown vs. Raw 2010,PS3,Fighting,THQ,JAKKS Pacific,8.1,1.17,0.48,0.01,0.48,0.19,20/10/09,
/games/boxart/2944009ccc.jpg,Soviet Strike,PS,Simulation,Electronic Arts,EA Tiburon,,1.17,0.65,,0.44,0.08,31/10/96,
/games/boxart/full_444594AmericaFrontccc.jpg,Medal of Honor: Rising Sun,XB,Shooter,Electronic Arts,EA Los Angeles,,1.17,0.76,,0.36,0.05,11/11/03,
/games/boxart/9723649ccc.jpg,Ty the Tasmanian Tiger,PS2,Platform,Electronic Arts,Krome Studios,6.2,1.17,0.57,,0.45,0.15,10/09/02,
/games/boxart/1902388ccc.jpg,Mission: Impossible,N64,Action,Ocean,Infogrames,6.6,1.17,0.74,0.02,0.38,0.03,18/07/98,
/games/boxart/full_5609719AmericaFrontccc.jpg,Rage Racer,PS,Racing,Namco,Namco,,1.17,0.16,0.83,0.11,0.08,30/04/97,
/games/boxart/8108434ccc.jpg,Army of Two,PS3,Shooter,Electronic Arts,EA Montreal,7.4,1.17,0.74,0.02,0.26,0.15,07/03/08,03/02/18
/games/boxart/full_7474381AmericaFrontccc.jpg,Cool Boarders 4,PS,Sports,989 Studios,Idol Minds Digital Entertainment,,1.17,0.65,,0.44,0.08,01/01/99,
/games/boxart/full_8970461AmericaFrontccc.jpg,Gun,PS2,Shooter,Activision,Neversoft Entertainment,,1.17,0.98,,0.04,0.16,08/11/05,
/games/boxart/6224198ccc.jpg,Cabela's Dangerous Hunts,PS2,Sports,Activision,Sand Grain Studios,,1.17,0.57,,0.45,0.15,11/11/03,
/games/boxart/3078371ccc.jpg,Medal of Honor Heroes 2,PSP,Shooter,Electronic Arts,Team Fusion,6.6,1.16,0.5,0.02,0.39,0.25,13/11/07,
/games/boxart/5038202ccc.jpg,Sega Rally Championship,SAT,Racing,Sega,Sega-AM3,,1.16,0.21,0.77,0.16,0.02,05/12/95,
/games/boxart/3928132ccc.jpg,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,Role-Playing,Konami,Konami,,1.16,0.84,,0.27,0.05,04/11/03,
/games/boxart/full_sniper-ghost-warrior_1AmericaFront.jpg,Sniper: Ghost Warrior,X360,Shooter,City Interactive,City Interactive,4.3,1.16,0.54,,0.5,0.12,29/06/10,
/games/boxart/full_8267415AmericaFrontccc.jpg,NASCAR Thunder 2002,PS2,Racing,EA Sports,EA Tiburon,,1.16,0.57,,0.44,0.15,15/10/01,
/games/boxart/full_7514095AmericaFrontccc.jpg,Midnight Club 3: DUB Edition Remix,PS2,Racing,Rockstar Games,Rockstar San Diego,,1.16,0.97,,0.04,0.16,13/03/06,
/games/boxart/full_9928591AmericaFrontccc.jpg,MLB The Show 17,PS4,Sports,Sony Interactive Entertainment,SIE San Diego Studio,,1.16,0.94,,,0.22,28/03/17,17/09/18
/games/boxart/full_7653877AmericaFrontccc.jpg,WWE 2K15,PS4,Sports,2K Sports,Visual Concepts,,1.16,0.4,,0.57,0.19,18/11/14,06/01/18
/games/boxart/full_1875554AmericaFrontccc.jpg,FIFA Soccer 10,PSP,Sports,EA Sports,EA Canada,7.9,1.16,0.16,0.01,0.68,0.31,20/10/09,
/games/boxart/full_your-shape-fitness-evolved-2012_390AmericaFront.jpg,Your Shape: Fitness Evolved 2012,X360,Sports,Ubisoft,Ubisoft Montreal,,1.16,0.7,,0.36,0.1,08/11/11,
/games/boxart/1049035ccc.jpg,Spore,PC,Strategy,Electronic Arts,Maxis,7,1.16,0.03,,1.06,0.07,07/09/08,
/games/boxart/full_1852617AmericaFrontccc.jpg,Test Drive: Off Road,PS,Racing,Accolade,Motivetime,,1.16,0.65,,0.44,0.08,28/02/97,
/games/boxart/3770708ccc.jpg,Bushido Blade,PS,Fighting,Sony Computer Entertainment,Light Weight,8.2,1.16,0.39,0.43,0.27,0.08,30/09/97,
/games/boxart/2886573ccc.jpg,Tom Clancy's Ghost Recon: Jungle Storm,PS2,Shooter,Ubisoft,Red Storm Entertainment,,1.16,0.57,,0.44,0.15,16/03/04,
/games/boxart/full_1957452AmericaFrontccc.jpg,EA Sports Active: More Workouts,Wii,Sports,EA Sports,EA Vancouver,7.9,1.16,0.78,,0.28,0.1,17/11/09,
/games/boxart/full_9393461AmericaFrontccc.jpg,Mirror's Edge,X360,Platform,Electronic Arts,EA Digital Illusions CE,7.6,1.16,0.51,0.01,0.51,0.12,11/11/08,25/03/19
/games/boxart/full_7798502AmericaFrontccc.png,Sunset Overdrive,XOne,Action,Microsoft Studios,Insomniac Games,8,1.16,0.64,0,0.42,0.1,28/10/14,06/01/18
/games/boxart/full_244890AmericaFrontccc.jpg,LEGO Star Wars: The Video Game,XB,Action,Eidos Interactive,Traveller's Tales,8,1.16,0.83,,0.28,0.05,05/04/05,
/games/boxart/full_7763123JapanFrontccc.jpg,Puyo Puyo Sun Ketteiban,PS,Puzzle,Compile,Compile,,1.15,,1.07,,0.07,27/11/97,
/games/boxart/51576ccc.jpg,Kaboom!,2600,Action,Activision,Activision,,1.15,1.07,,0.07,0.01,01/01/81,
/games/boxart/full_93042AmericaFrontccc.jpg,Worldwide Soccer Manager 2009,PC,Simulation,Sega,Sports Interactive,,1.15,,,1.15,0.01,18/11/08,
/games/boxart/full_8154944AmericaFrontccc.png,The Elder Scrolls V: Skyrim,NS,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.6,1.15,0.67,0.06,0.32,0.1,17/11/17,01/01/18
/games/boxart/full_1578888JapanFrontccc.jpg,Doraemon,NES,Action,Hudson Soft,Hudson Soft,,1.15,,1.15,,0,12/12/86,
/games/boxart/5716705ccc.jpg,Asteroids,PS,Shooter,Activision,Syrox Developments,,1.15,0.64,,0.43,0.07,31/10/98,
/games/boxart/6651793ccc.jpg,Gauntlet: Dark Legacy,PS2,Action,Midway Games,Midway Games West,,1.15,0.56,,0.44,0.15,01/05/01,
/games/boxart/full_7724977JapanFrontccc.jpg,Derby Stallion III,SNES,Sports,ASCII Entertainment,ASCII Entertainment,,1.15,,1.15,,0,20/01/95,
/games/boxart/8643071ccc.jpg,Tak and the Power of Juju,PS2,Platform,THQ,Avalanche Software,,1.15,0.56,,0.44,0.15,15/10/03,
/games/boxart/full_4766042AmericaFrontccc.jpg,High School Musical 2: Work This Out!,DS,Misc,Disney Interactive Studios,Artificial Mind and Movement,,1.15,0.5,,0.52,0.13,15/04/08,
/games/boxart/1025166ccc.jpg,Bad Boys: Miami Takedown,PS2,Shooter,Crave Entertainment,Blitz Games,,1.15,0.56,,0.44,0.15,14/09/04,
/games/boxart/full_7329069AmericaFrontccc.png,Middle-Earth: Shadow of War,XOne,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,1.15,0.75,,0.29,0.11,10/10/17,10/01/18
/games/boxart/full_5236311AmericaFrontccc.jpg,Dragon Quest VIII: Journey of the Cursed King,3DS,Role-Playing,Nintendo,Level 5 / Armor Project,8.8,1.15,0.14,0.88,0.11,0.02,20/01/17,07/01/18
/games/boxart/full_767000AmericaFrontccc.jpeg,Lego Marvel Super Heroes,XOne,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.15,0.61,,0.44,0.1,22/11/13,01/12/18
/games/boxart/1555447ccc.jpg,Call of Duty 4: Modern Warfare,PC,Shooter,Activision,Infinity Ward,9.3,1.15,,,1.12,0.03,05/11/07,
/games/boxart/9994243ccc.jpg,Mobile Suit Gundam: Federation vs. Zeon,PS2,Simulation,Bandai,Bandai,,1.14,0.12,0.88,0.1,0.03,09/09/02,
/games/boxart/8966403ccc.jpg,Hot Shots Golf: Out of Bounds,PS3,Sports,Sony Computer Entertainment,Clap Hanz,8.3,1.14,0.31,0.76,0.03,0.04,18/03/08,
/games/boxart/8334980ccc.jpg,The Lord of the Rings: The Return of the King,XB,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.8,1.14,0.71,,0.38,0.05,05/11/03,
/games/boxart/3962783ccc.jpg,South Park,N64,Shooter,Acclaim Entertainment,Iguana Entertainment,6,1.14,0.9,,0.23,0.02,12/12/98,
/games/boxart/full_1309816JapanFrontccc.jpg,LEGO Worlds,PS4,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.14,0.21,0.04,0.72,0.17,07/03/17,
/games/boxart/3799034ccc.jpg,Grand Theft Auto: The Trilogy,PS2,Adventure,Rockstar Games,Rockstar North,,1.14,,,0.51,0.62,20/11/05,
/games/boxart/7528916ccc.jpg,Brave Fencer Musashi,PS,Role-Playing,Square,SquareSoft,8.4,1.14,0.25,0.65,0.17,0.07,31/10/98,
/games/boxart/176609ccc.jpg,Shadow of the Colossus,PS2,Adventure,Sony Computer Entertainment,Team ICO,9.1,1.14,0.78,0.2,0.03,0.13,18/10/05,
/games/boxart/858617ccc.jpg,Action Bass,PS,Action,Take-Two Interactive,Unknown,5.1,1.14,0.64,,0.43,0.07,14/07/00,
/games/boxart/full_2543321AmericaFrontccc.jpg,Tenchu: Wrath of Heaven,PS2,Action,Activision,K2 LLC,,1.14,0.44,0.25,0.34,0.11,03/03/03,
/games/boxart/full_4029717JapanFrontccc.jpg,Final Fantasy XV,XOne,Role-Playing,Square Enix,Square Enix,,1.14,0.72,0.01,0.3,0.11,29/11/16,03/05/18
/games/boxart/2762791ccc.jpg,Dance Dance Revolution Extreme 2,PS2,Simulation,Konami,Konami Computer Entertainment Hawaii,,1.14,0.95,,0.04,0.16,27/09/05,
/games/boxart/full_lego-star-wars-iii-the-clone-wars_987AmericaFront.jpg,LEGO Star Wars III: The Clone Wars,3DS,Action,LucasArts,Traveller's Tales,6.7,1.14,0.61,,0.44,0.09,27/03/11,
/games/boxart/full_mortal-kombat_316AmericaFront.jpg,Mortal Kombat,X360,Fighting,Warner Bros. Interactive,NetherRealm Studios,8.3,1.14,0.85,,0.19,0.1,19/04/11,
/games/boxart/full_3941778AmericaFrontccc.jpg,Need for Speed Underground 2,GC,Racing,Electronic Arts,EA Black Box,,1.14,0.7,0.01,0.39,0.03,15/11/04,
/games/boxart/full_8705226AmericaFrontccc.jpg,LEGO Star Wars: The Video Game,GBA,Action,Eidos Interactive,Amaze Entertainment,7.4,1.14,0.82,,0.3,0.02,29/03/05,
/games/boxart/6998455ccc.jpg,007: Quantum of Solace,PS3,Shooter,Activision,Treyarch,6.6,1.14,0.43,0.02,0.51,0.19,04/11/08,
/games/boxart/full_6882091AmericaFrontccc.jpg,The Elder Scrolls V: Skyrim VR,PS4,Role-Playing,Bethesda Softworks,Bethesda Softworks,,1.13,0.47,0.01,0.47,0.19,17/11/17,11/09/18
/games/boxart/9791704ccc.jpg,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,Role-Playing,Nintendo,ChunSoft,,1.13,0.81,,0.3,0.02,18/09/06,
/games/boxart/1792688ccc.jpg,MechAssault,XB,Simulation,Microsoft Game Studios,Day 1 Studios,,1.13,1.01,,0.1,0.03,11/11/02,
/games/boxart/full_4051650AmericaFrontccc.jpg,NCAA Football 14,X360,Sports,EA Sports,EA Tiburon,7.6,1.13,1.01,,,0.12,09/07/13,31/01/18
/games/boxart/full_1861909JapanFrontccc.jpg,Derby Stallion 99,PS,Sports,ASCII Entertainment,ParityBit,,1.13,,1.06,,0.07,30/09/99,
